AlbumTitle,Date,PlayCount
Prenda Minha,2023-10-01,49
Prenda Minha,2023-11-01,50
Prenda Minha,2023-12-01,51
Prenda Minha,2024-01-01,47
Prenda Minha,2024-02-01,41
Prenda Minha,2024-03-01,47
Prenda Minha,2024-04-01,40
Prenda Minha,2024-05-01,50
Prenda Minha,2024-06-01,48
Prenda Minha,2024-07-01,47
Prenda Minha,2024-08-01,53
Prenda Minha,2024-09-01,46
Prenda Minha,2024-10-01,47
Prenda Minha,2024-11-01,43
Prenda Minha,2024-12-01,49
Plays Metallica By Four Cellos,2023-01-01,55
Plays Metallica By Four Cellos,2023-02-01,59
Plays Metallica By Four Cellos,2023-03-01,62
Plays Metallica By Four Cellos,2023-04-01,53
Plays Metallica By Four Cellos,2023-05-01,55
Plays Metallica By Four Cellos,2023-06-01,58
Plays Metallica By Four Cellos,2023-07-01,52
Plays Metallica By Four Cellos,2023-08-01,57
Plays Metallica By Four Cellos,2023-09-01,49
Plays Metallica By Four Cellos,2023-10-01,53
Plays Metallica By Four Cellos,2023-11-01,52
Plays Metallica By Four Cellos,2023-12-01,59
Plays Metallica By Four Cellos,2024-01-01,60
Plays Metallica By Four Cellos,2024-02-01,59
Plays Metallica By Four Cellos,2024-03-01,52
Plays Metallica By Four Cellos,2024-04-01,60
Plays Metallica By Four Cellos,2024-05-01,48
Plays Metallica By Four Cellos,2024-06-01,49
Plays Metallica By Four Cellos,2024-07-01,55
Plays Metallica By Four Cellos,2024-08-01,60
Plays Metallica By Four Cellos,2024-09-01,61
Plays Metallica By Four Cellos,2024-10-01,60
Plays Metallica By Four Cellos,2024-11-01,50
Plays Metallica By Four Cellos,2024-12-01,57
Warner 25 Anos,2023-01-01,24
Warner 25 Anos,2023-02-01,24
Warner 25 Anos,2023-03-01,18
Warner 25 Anos,2023-04-01,24
Warner 25 Anos,2023-05-01,27
Warner 25 Anos,2023-06-01,29
Warner 25 Anos,2023-07-01,29
Warner 25 Anos,2023-08-01,17
Warner 25 Anos,2023-09-01,22
Warner 25 Anos,2023-10-01,24
Warner 25 Anos,2023-11-01,19
Warner 25 Anos,2023-12-01,24
Warner 25 Anos,2024-01-01,28
Warner 25 Anos,2024-02-01,17
Warner 25 Anos,2024-03-01,27
Warner 25 Anos,2024-04-01,27
Warner 25 Anos,2024-05-01,25
Warner 25 Anos,2024-06-01,29
Warner 25 Anos,2024-07-01,27
Warner 25 Anos,2024-08-01,29
Warner 25 Anos,2024-09-01,25
Warner 25 Anos,2024-10-01,21
Warner 25 Anos,2024-11-01,26
Warner 25 Anos,2024-12-01,20
The Best Of Buddy Guy - The Millenium Collection,2023-01-01,46
The Best Of Buddy Guy - The Millenium Collection,2023-02-01,52
The Best Of Buddy Guy - The Millenium Collection,2023-03-01,47
The Best Of Buddy Guy - The Millenium Collection,2023-04-01,45
The Best Of Buddy Guy - The Millenium Collection,2023-05-01,51
The Best Of Buddy Guy - The Millenium Collection,2023-06-01,53
The Best Of Buddy Guy - The Millenium Collection,2023-07-01,50
The Best Of Buddy Guy - The Millenium Collection,2023-08-01,49
The Best Of Buddy Guy - The Millenium Collection,2023-09-01,43
The Best Of Buddy Guy - The Millenium Collection,2023-10-01,55
The Best Of Buddy Guy - The Millenium Collection,2023-11-01,47
The Best Of Buddy Guy - The Millenium Collection,2023-12-01,50
The Best Of Buddy Guy - The Millenium Collection,2024-01-01,50
The Best Of Buddy Guy - The Millenium Collection,2024-02-01,51
The Best Of Buddy Guy - The Millenium Collection,2024-03-01,45
The Best Of Buddy Guy - The Millenium Collection,2024-04-01,54
The Best Of Buddy Guy - The Millenium Collection,2024-05-01,47
The Best Of Buddy Guy - The Millenium Collection,2024-06-01,55
The Best Of Buddy Guy - The Millenium Collection,2024-07-01,42
The Best Of Buddy Guy - The Millenium Collection,2024-08-01,44
The Best Of Buddy Guy - The Millenium Collection,2024-09-01,42
The Best Of Buddy Guy - The Millenium Collection,2024-10-01,54
The Best Of Buddy Guy - The Millenium Collection,2024-11-01,53
The Best Of Buddy Guy - The Millenium Collection,2024-12-01,53
The Best Of Billy Cobham,2023-01-01,32
The Best Of Billy Cobham,2023-02-01,27
The Best Of Billy Cobham,2023-03-01,38
The Best Of Billy Cobham,2023-04-01,39
The Best Of Billy Cobham,2023-05-01,36
The Best Of Billy Cobham,2023-06-01,26
The Best Of Billy Cobham,2023-07-01,34
The Best Of Billy Cobham,2023-08-01,26
The Best Of Billy Cobham,2023-09-01,33
The Best Of Billy Cobham,2023-10-01,40
The Best Of Billy Cobham,2023-11-01,27
The Best Of Billy Cobham,2023-12-01,37
The Best Of Billy Cobham,2024-01-01,33
The Best Of Billy Cobham,2024-02-01,38
The Best Of Billy Cobham,2024-03-01,28
The Best Of Billy Cobham,2024-04-01,31
The Best Of Billy Cobham,2024-05-01,28
The Best Of Billy Cobham,2024-06-01,39
The Best Of Billy Cobham,2024-07-01,32
The Best Of Billy Cobham,2024-08-01,35
The Best Of Billy Cobham,2024-09-01,34
The Best Of Billy Cobham,2024-10-01,27
The Best Of Billy Cobham,2024-11-01,40
The Best Of Billy Cobham,2024-12-01,37
Restless and Wild,2023-01-01,42
Restless and Wild,2023-02-01,33
Restless and Wild,2023-03-01,41
Restless and Wild,2023-04-01,34
Restless and Wild,2023-05-01,32
Restless and Wild,2023-06-01,32
Restless and Wild,2023-07-01,32
Restless and Wild,2023-08-01,30
Restless and Wild,2023-09-01,32
Restless and Wild,2023-10-01,39
Restless and Wild,2023-11-01,29
Restless and Wild,2023-12-01,40
Restless and Wild,2024-01-01,34
Restless and Wild,2024-02-01,29
Restless and Wild,2024-03-01,38
Restless and Wild,2024-04-01,34
Restless and Wild,2024-05-01,29
Restless and Wild,2024-06-01,34
Restless and Wild,2024-07-01,38
Restless and Wild,2024-08-01,36
Restless and Wild,2024-09-01,39
Restless and Wild,2024-10-01,30
Restless and Wild,2024-11-01,30
Restless and Wild,2024-12-01,42
Black Sabbath Vol. 4 (Remaster),2023-01-01,54
Black Sabbath Vol. 4 (Remaster),2023-02-01,46
Black Sabbath Vol. 4 (Remaster),2023-03-01,53
Black Sabbath Vol. 4 (Remaster),2023-04-01,45
Black Sabbath Vol. 4 (Remaster),2023-05-01,46
Black Sabbath Vol. 4 (Remaster),2023-06-01,55
Black Sabbath Vol. 4 (Remaster),2023-07-01,54
Black Sabbath Vol. 4 (Remaster),2023-08-01,49
Black Sabbath Vol. 4 (Remaster),2023-09-01,55
Black Sabbath Vol. 4 (Remaster),2023-10-01,53
Black Sabbath Vol. 4 (Remaster),2023-11-01,43
Black Sabbath Vol. 4 (Remaster),2023-12-01,48
Black Sabbath Vol. 4 (Remaster),2024-01-01,57
Black Sabbath Vol. 4 (Remaster),2024-02-01,57
Black Sabbath Vol. 4 (Remaster),2024-03-01,45
Black Sabbath Vol. 4 (Remaster),2024-04-01,53
Black Sabbath Vol. 4 (Remaster),2024-05-01,52
Black Sabbath Vol. 4 (Remaster),2024-06-01,49
Black Sabbath Vol. 4 (Remaster),2024-07-01,52
Black Sabbath Vol. 4 (Remaster),2024-08-01,44
Black Sabbath Vol. 4 (Remaster),2024-09-01,56
Black Sabbath Vol. 4 (Remaster),2024-10-01,44
Black Sabbath Vol. 4 (Remaster),2024-11-01,55
Black Sabbath Vol. 4 (Remaster),2024-12-01,46
Black Sabbath,2023-01-01,33
Black Sabbath,2023-02-01,43
Black Sabbath,2023-03-01,39
Black Sabbath,2023-04-01,37
Black Sabbath,2023-05-01,45
Black Sabbath,2023-06-01,37
Black Sabbath,2023-07-01,43
Black Sabbath,2023-08-01,43
Black Sabbath,2023-09-01,41
Black Sabbath,2023-10-01,34
Black Sabbath,2023-11-01,32
Black Sabbath,2023-12-01,45
Black Sabbath,2024-01-01,44
Black Sabbath,2024-02-01,34
Black Sabbath,2024-03-01,36
Black Sabbath,2024-04-01,41
Black Sabbath,2024-05-01,41
Black Sabbath,2024-06-01,33
Black Sabbath,2024-07-01,31
Black Sabbath,2024-08-01,44
Black Sabbath,2024-09-01,42
Black Sabbath,2024-10-01,38
Black Sabbath,2024-11-01,42
Black Sabbath,2024-12-01,43
Chemical Wedding,2023-01-01,49
Chemical Wedding,2023-02-01,39
Chemical Wedding,2023-03-01,45
Chemical Wedding,2023-04-01,38
Chemical Wedding,2023-05-01,40
Chemical Wedding,2023-06-01,37
Chemical Wedding,2023-07-01,43
Chemical Wedding,2023-08-01,39
Chemical Wedding,2023-09-01,37
Chemical Wedding,2023-10-01,45
Chemical Wedding,2023-11-01,35
Chemical Wedding,2023-12-01,44
Chemical Wedding,2024-01-01,46
Chemical Wedding,2024-02-01,40
Chemical Wedding,2024-03-01,49
Chemical Wedding,2024-04-01,36
Chemical Wedding,2024-05-01,47
Chemical Wedding,2024-06-01,37
Chemical Wedding,2024-07-01,35
Chemical Wedding,2024-08-01,43
Chemical Wedding,2024-09-01,42
Chemical Wedding,2024-10-01,46
Chemical Wedding,2024-11-01,36
Chemical Wedding,2024-12-01,49
Audioslave,2023-01-01,40
Audioslave,2023-02-01,37
Audioslave,2023-03-01,41
Audioslave,2023-04-01,43
Audioslave,2023-05-01,38
Audioslave,2023-06-01,30
Audioslave,2023-07-01,42
Audioslave,2023-08-01,34
Audioslave,2023-09-01,37
Audioslave,2023-10-01,44
Audioslave,2023-11-01,40
Audioslave,2023-12-01,43
Audioslave,2024-01-01,31
Audioslave,2024-02-01,33
Audioslave,2024-03-01,36
Audioslave,2024-04-01,32
Audioslave,2024-05-01,42
Audioslave,2024-06-01,41
Audioslave,2024-07-01,34
Audioslave,2024-08-01,37
Audioslave,2024-09-01,41
Audioslave,2024-10-01,39
Audioslave,2024-11-01,32
Audioslave,2024-12-01,33
BackBeat Soundtrack,2023-01-01,37
BackBeat Soundtrack,2023-02-01,42
BackBeat Soundtrack,2023-03-01,42
BackBeat Soundtrack,2023-04-01,35
BackBeat Soundtrack,2023-05-01,29
BackBeat Soundtrack,2023-06-01,42
BackBeat Soundtrack,2023-07-01,40
BackBeat Soundtrack,2023-08-01,32
BackBeat Soundtrack,2023-09-01,32
BackBeat Soundtrack,2023-10-01,37
BackBeat Soundtrack,2023-11-01,34
BackBeat Soundtrack,2023-12-01,37
BackBeat Soundtrack,2024-01-01,40
BackBeat Soundtrack,2024-02-01,43
BackBeat Soundtrack,2024-03-01,34
BackBeat Soundtrack,2024-04-01,34
BackBeat Soundtrack,2024-05-01,33
BackBeat Soundtrack,2024-06-01,33
BackBeat Soundtrack,2024-07-01,30
BackBeat Soundtrack,2024-08-01,36
BackBeat Soundtrack,2024-09-01,36
BackBeat Soundtrack,2024-10-01,39
BackBeat Soundtrack,2024-11-01,41
BackBeat Soundtrack,2024-12-01,29
Balls to the Wall,2023-01-01,26
Balls to the Wall,2023-02-01,23
Balls to the Wall,2023-03-01,35
Balls to the Wall,2023-04-01,23
Balls to the Wall,2023-05-01,35
Balls to the Wall,2023-06-01,36
Balls to the Wall,2023-07-01,36
Balls to the Wall,2023-08-01,27
Balls to the Wall,2023-09-01,32
Balls to the Wall,2023-10-01,34
Balls to the Wall,2023-11-01,30
Balls to the Wall,2023-12-01,22
Balls to the Wall,2024-01-01,33
Balls to the Wall,2024-02-01,27
Balls to the Wall,2024-03-01,30
Balls to the Wall,2024-04-01,29
Balls to the Wall,2024-05-01,32
Balls to the Wall,2024-06-01,27
Balls to the Wall,2024-07-01,24
Balls to the Wall,2024-08-01,29
Balls to the Wall,2024-09-01,30
Balls to the Wall,2024-10-01,22
Balls to the Wall,2024-11-01,33
Balls to the Wall,2024-12-01,30
Alcohol Fueled Brewtality Live! [Disc 1],2023-01-01,60
Alcohol Fueled Brewtality Live! [Disc 1],2023-02-01,51
Alcohol Fueled Brewtality Live! [Disc 1],2023-03-01,51
Alcohol Fueled Brewtality Live! [Disc 1],2023-04-01,57
Alcohol Fueled Brewtality Live! [Disc 1],2023-05-01,49
Alcohol Fueled Brewtality Live! [Disc 1],2023-06-01,46
Alcohol Fueled Brewtality Live! [Disc 1],2023-07-01,55
Alcohol Fueled Brewtality Live! [Disc 1],2023-08-01,53
Alcohol Fueled Brewtality Live! [Disc 1],2023-09-01,47
Alcohol Fueled Brewtality Live! [Disc 1],2023-10-01,57
Alcohol Fueled Brewtality Live! [Disc 1],2023-11-01,46
Alcohol Fueled Brewtality Live! [Disc 1],2023-12-01,47
Alcohol Fueled Brewtality Live! [Disc 1],2024-01-01,46
Alcohol Fueled Brewtality Live! [Disc 1],2024-02-01,46
Alcohol Fueled Brewtality Live! [Disc 1],2024-03-01,54
Alcohol Fueled Brewtality Live! [Disc 1],2024-04-01,58
Alcohol Fueled Brewtality Live! [Disc 1],2024-05-01,59
Alcohol Fueled Brewtality Live! [Disc 1],2024-06-01,46
Alcohol Fueled Brewtality Live! [Disc 1],2024-07-01,58
Alcohol Fueled Brewtality Live! [Disc 1],2024-08-01,49
Alcohol Fueled Brewtality Live! [Disc 1],2024-09-01,55
Alcohol Fueled Brewtality Live! [Disc 1],2024-10-01,51
Alcohol Fueled Brewtality Live! [Disc 1],2024-11-01,52
Alcohol Fueled Brewtality Live! [Disc 1],2024-12-01,47
Alcohol Fueled Brewtality Live! [Disc 2],2023-01-01,58
Alcohol Fueled Brewtality Live! [Disc 2],2023-02-01,61
Alcohol Fueled Brewtality Live! [Disc 2],2023-03-01,65
Alcohol Fueled Brewtality Live! [Disc 2],2023-04-01,61
Alcohol Fueled Brewtality Live! [Disc 2],2023-05-01,53
Alcohol Fueled Brewtality Live! [Disc 2],2023-06-01,66
Alcohol Fueled Brewtality Live! [Disc 2],2023-07-01,53
Alcohol Fueled Brewtality Live! [Disc 2],2023-08-01,61
Alcohol Fueled Brewtality Live! [Disc 2],2023-09-01,58
Alcohol Fueled Brewtality Live! [Disc 2],2023-10-01,63
Alcohol Fueled Brewtality Live! [Disc 2],2023-11-01,52
Alcohol Fueled Brewtality Live! [Disc 2],2023-12-01,59
Alcohol Fueled Brewtality Live! [Disc 2],2024-01-01,62
Alcohol Fueled Brewtality Live! [Disc 2],2024-02-01,64
Alcohol Fueled Brewtality Live! [Disc 2],2024-03-01,54
Alcohol Fueled Brewtality Live! [Disc 2],2024-04-01,62
Alcohol Fueled Brewtality Live! [Disc 2],2024-05-01,57
Alcohol Fueled Brewtality Live! [Disc 2],2024-06-01,60
Alcohol Fueled Brewtality Live! [Disc 2],2024-07-01,57
Alcohol Fueled Brewtality Live! [Disc 2],2024-08-01,60
Alcohol Fueled Brewtality Live! [Disc 2],2024-09-01,58
Alcohol Fueled Brewtality Live! [Disc 2],2024-10-01,66
Alcohol Fueled Brewtality Live! [Disc 2],2024-11-01,60
Alcohol Fueled Brewtality Live! [Disc 2],2024-12-01,53
The X Factor,2023-01-01,33
The X Factor,2023-02-01,33
The X Factor,2023-03-01,27
The X Factor,2023-04-01,37
The X Factor,2023-05-01,39
The X Factor,2023-06-01,29
The X Factor,2023-07-01,39
The X Factor,2023-08-01,40
The X Factor,2023-09-01,36
The X Factor,2023-10-01,40
The X Factor,2023-11-01,32
The X Factor,2023-12-01,36
The X Factor,2024-01-01,29
The X Factor,2024-02-01,29
The X Factor,2024-03-01,31
The X Factor,2024-04-01,35
The X Factor,2024-05-01,31
The X Factor,2024-06-01,35
The X Factor,2024-07-01,40
The X Factor,2024-08-01,28
The X Factor,2024-09-01,40
The X Factor,2024-10-01,34
The X Factor,2024-11-01,37
The X Factor,2024-12-01,35
Sex Machine,2023-01-01,38
Sex Machine,2023-02-01,29
Sex Machine,2023-03-01,33
Sex Machine,2023-04-01,39
Sex Machine,2023-05-01,34
Sex Machine,2023-06-01,39
Sex Machine,2023-07-01,40
Sex Machine,2023-08-01,36
Sex Machine,2023-09-01,40
Sex Machine,2023-10-01,30
Sex Machine,2023-11-01,37
Sex Machine,2023-12-01,30
Sex Machine,2024-01-01,34
Sex Machine,2024-02-01,41
Sex Machine,2024-03-01,31
Sex Machine,2024-04-01,40
Sex Machine,2024-05-01,35
Sex Machine,2024-06-01,40
Sex Machine,2024-07-01,34
Sex Machine,2024-08-01,32
Sex Machine,2024-09-01,34
Sex Machine,2024-10-01,30
Sex Machine,2024-11-01,39
Sex Machine,2024-12-01,29
The Number of The Beast,2023-01-01,21
The Number of The Beast,2023-02-01,22
The Number of The Beast,2023-03-01,25
The Number of The Beast,2023-04-01,24
The Number of The Beast,2023-05-01,27
The Number of The Beast,2023-06-01,28
The Number of The Beast,2023-07-01,30
The Number of The Beast,2023-08-01,22
The Number of The Beast,2023-09-01,31
The Number of The Beast,2023-10-01,29
The Number of The Beast,2023-11-01,22
The Number of The Beast,2023-12-01,22
The Number of The Beast,2024-01-01,32
The Number of The Beast,2024-02-01,32
The Number of The Beast,2024-03-01,25
The Number of The Beast,2024-04-01,34
The Number of The Beast,2024-05-01,34
The Number of The Beast,2024-06-01,20
The Number of The Beast,2024-07-01,26
The Number of The Beast,2024-08-01,31
The Number of The Beast,2024-09-01,20
The Number of The Beast,2024-10-01,33
The Number of The Beast,2024-11-01,24
The Number of The Beast,2024-12-01,34
The Return Of The Space Cowboy,2023-01-01,41
The Return Of The Space Cowboy,2023-02-01,42
The Return Of The Space Cowboy,2023-03-01,41
The Return Of The Space Cowboy,2023-04-01,49
The Return Of The Space Cowboy,2023-05-01,49
The Return Of The Space Cowboy,2023-06-01,51
The Return Of The Space Cowboy,2023-07-01,41
The Return Of The Space Cowboy,2023-08-01,49
The Return Of The Space Cowboy,2023-09-01,45
The Return Of The Space Cowboy,2023-10-01,39
The Return Of The Space Cowboy,2023-11-01,38
The Return Of The Space Cowboy,2023-12-01,40
The Return Of The Space Cowboy,2024-01-01,46
The Return Of The Space Cowboy,2024-02-01,41
The Return Of The Space Cowboy,2024-03-01,47
The Return Of The Space Cowboy,2024-04-01,42
The Return Of The Space Cowboy,2024-05-01,39
The Return Of The Space Cowboy,2024-06-01,41
The Return Of The Space Cowboy,2024-07-01,39
The Return Of The Space Cowboy,2024-08-01,52
The Return Of The Space Cowboy,2024-09-01,39
The Return Of The Space Cowboy,2024-10-01,41
The Return Of The Space Cowboy,2024-11-01,43
The Return Of The Space Cowboy,2024-12-01,44
Unplugged [Live],2023-01-01,28
Unplugged [Live],2023-02-01,38
Unplugged [Live],2023-03-01,27
Unplugged [Live],2023-04-01,33
Unplugged [Live],2023-05-01,30
Unplugged [Live],2023-06-01,40
Unplugged [Live],2023-07-01,26
Unplugged [Live],2023-08-01,28
Unplugged [Live],2023-09-01,35
Unplugged [Live],2023-10-01,33
Unplugged [Live],2023-11-01,29
Unplugged [Live],2023-12-01,39
Unplugged [Live],2024-01-01,32
Unplugged [Live],2024-02-01,35
Unplugged [Live],2024-03-01,37
Unplugged [Live],2024-04-01,39
Unplugged [Live],2024-05-01,39
Unplugged [Live],2024-06-01,27
Unplugged [Live],2024-07-01,32
Unplugged [Live],2024-08-01,30
Unplugged [Live],2024-09-01,30
Unplugged [Live],2024-10-01,31
Unplugged [Live],2024-11-01,38
Unplugged [Live],2024-12-01,34
Virtual XI,2023-01-01,35
Virtual XI,2023-02-01,34
Virtual XI,2023-03-01,36
Virtual XI,2023-04-01,31
Virtual XI,2023-05-01,29
Virtual XI,2023-06-01,34
Virtual XI,2023-07-01,33
Virtual XI,2023-08-01,28
Virtual XI,2023-09-01,38
Virtual XI,2023-10-01,36
Virtual XI,2023-11-01,36
Virtual XI,2023-12-01,39
Virtual XI,2024-01-01,29
Virtual XI,2024-02-01,30
Virtual XI,2024-03-01,32
Virtual XI,2024-04-01,32
Virtual XI,2024-05-01,42
Virtual XI,2024-06-01,28
Virtual XI,2024-07-01,35
Virtual XI,2024-08-01,39
Virtual XI,2024-09-01,35
Virtual XI,2024-10-01,31
Virtual XI,2024-11-01,40
Virtual XI,2024-12-01,34
Synkronized,2023-01-01,55
Synkronized,2023-02-01,54
Synkronized,2023-03-01,47
Synkronized,2023-04-01,50
Synkronized,2023-05-01,58
Synkronized,2023-06-01,54
Synkronized,2023-07-01,57
Synkronized,2023-08-01,54
Synkronized,2023-09-01,56
Synkronized,2023-10-01,58
Synkronized,2023-11-01,53
Synkronized,2023-12-01,45
Synkronized,2024-01-01,49
Synkronized,2024-02-01,48
Synkronized,2024-03-01,52
Synkronized,2024-04-01,55
Synkronized,2024-05-01,56
Synkronized,2024-06-01,45
Synkronized,2024-07-01,53
Synkronized,2024-08-01,50
Synkronized,2024-09-01,48
Synkronized,2024-10-01,56
Synkronized,2024-11-01,53
Synkronized,2024-12-01,55
Are You Experienced?,2023-01-01,65
Are You Experienced?,2023-02-01,55
Are You Experienced?,2023-03-01,62
Are You Experienced?,2023-04-01,55
Are You Experienced?,2023-05-01,51
Are You Experienced?,2023-06-01,51
Are You Experienced?,2023-07-01,58
Are You Experienced?,2023-08-01,62
Are You Experienced?,2023-09-01,58
Are You Experienced?,2023-10-01,62
Are You Experienced?,2023-11-01,65
Are You Experienced?,2023-12-01,65
Are You Experienced?,2024-01-01,56
Are You Experienced?,2024-02-01,62
Are You Experienced?,2024-03-01,61
Are You Experienced?,2024-04-01,63
Are You Experienced?,2024-05-01,54
Are You Experienced?,2024-06-01,52
Are You Experienced?,2024-07-01,64
Are You Experienced?,2024-08-01,52
Are You Experienced?,2024-09-01,59
Are You Experienced?,2024-10-01,65
Are You Experienced?,2024-11-01,55
Are You Experienced?,2024-12-01,54
Cafezinho,2023-01-01,52
Cafezinho,2023-02-01,40
Cafezinho,2023-03-01,46
Cafezinho,2023-04-01,42
Cafezinho,2023-05-01,45
Cafezinho,2023-06-01,44
Cafezinho,2023-07-01,44
Cafezinho,2023-08-01,50
Cafezinho,2023-09-01,44
Cafezinho,2023-10-01,40
Cafezinho,2023-11-01,40
Cafezinho,2023-12-01,42
Cafezinho,2024-01-01,53
Cafezinho,2024-02-01,51
Cafezinho,2024-03-01,49
Cafezinho,2024-04-01,43
Cafezinho,2024-05-01,44
Cafezinho,2024-06-01,41
Cafezinho,2024-07-01,47
Cafezinho,2024-08-01,50
Cafezinho,2024-09-01,50
Cafezinho,2024-10-01,53
Cafezinho,2024-11-01,41
Cafezinho,2024-12-01,48
Jorge Ben Jor 25 Anos,2023-01-01,51
Jorge Ben Jor 25 Anos,2023-02-01,49
Jorge Ben Jor 25 Anos,2023-03-01,57
Jorge Ben Jor 25 Anos,2023-04-01,50
Jorge Ben Jor 25 Anos,2023-05-01,57
Jorge Ben Jor 25 Anos,2023-06-01,53
Jorge Ben Jor 25 Anos,2023-07-01,44
Jorge Ben Jor 25 Anos,2023-08-01,49
Jorge Ben Jor 25 Anos,2023-09-01,54
Jorge Ben Jor 25 Anos,2023-10-01,48
Jorge Ben Jor 25 Anos,2023-11-01,46
Jorge Ben Jor 25 Anos,2023-12-01,49
Jorge Ben Jor 25 Anos,2024-01-01,56
Jorge Ben Jor 25 Anos,2024-02-01,55
Jorge Ben Jor 25 Anos,2024-03-01,46
Jorge Ben Jor 25 Anos,2024-04-01,44
Jorge Ben Jor 25 Anos,2024-05-01,52
Jorge Ben Jor 25 Anos,2024-06-01,54
Jorge Ben Jor 25 Anos,2024-07-01,49
Jorge Ben Jor 25 Anos,2024-08-01,50
Jorge Ben Jor 25 Anos,2024-09-01,44
Jorge Ben Jor 25 Anos,2024-10-01,47
Jorge Ben Jor 25 Anos,2024-11-01,43
Jorge Ben Jor 25 Anos,2024-12-01,49
Emergency On Planet Earth,2023-01-01,34
Emergency On Planet Earth,2023-02-01,27
Emergency On Planet Earth,2023-03-01,26
Emergency On Planet Earth,2023-04-01,36
Emergency On Planet Earth,2023-05-01,27
Emergency On Planet Earth,2023-06-01,36
Emergency On Planet Earth,2023-07-01,23
Emergency On Planet Earth,2023-08-01,22
Emergency On Planet Earth,2023-09-01,28
Emergency On Planet Earth,2023-10-01,28
Emergency On Planet Earth,2023-11-01,31
Emergency On Planet Earth,2023-12-01,32
Emergency On Planet Earth,2024-01-01,31
Emergency On Planet Earth,2024-02-01,35
Emergency On Planet Earth,2024-03-01,23
Emergency On Planet Earth,2024-04-01,23
Emergency On Planet Earth,2024-05-01,22
Emergency On Planet Earth,2024-06-01,31
Emergency On Planet Earth,2024-07-01,29
Emergency On Planet Earth,2024-08-01,36
Emergency On Planet Earth,2024-09-01,29
Emergency On Planet Earth,2024-10-01,22
Emergency On Planet Earth,2024-11-01,33
Emergency On Planet Earth,2024-12-01,32
Get Born,2023-01-01,30
Get Born,2023-02-01,35
Get Born,2023-03-01,25
Get Born,2023-04-01,22
Get Born,2023-05-01,22
Get Born,2023-06-01,24
Get Born,2023-07-01,36
Get Born,2023-08-01,35
Get Born,2023-09-01,26
Get Born,2023-10-01,26
Get Born,2023-11-01,30
Get Born,2023-12-01,31
Get Born,2024-01-01,35
Get Born,2024-02-01,33
Get Born,2024-03-01,23
Get Born,2024-04-01,23
Get Born,2024-05-01,27
Get Born,2024-06-01,36
Get Born,2024-07-01,30
Get Born,2024-08-01,22
Get Born,2024-09-01,30
Get Born,2024-10-01,30
Get Born,2024-11-01,34
Get Born,2024-12-01,30
Coda,2023-01-01,41
Coda,2023-02-01,35
Coda,2023-03-01,37
Coda,2023-04-01,30
Coda,2023-05-01,28
Coda,2023-06-01,39
Coda,2023-07-01,32
Coda,2023-08-01,40
Coda,2023-09-01,30
Coda,2023-10-01,32
Coda,2023-11-01,29
Coda,2023-12-01,32
Coda,2024-01-01,28
Coda,2024-02-01,28
Coda,2024-03-01,39
Coda,2024-04-01,35
Coda,2024-05-01,33
Coda,2024-06-01,29
Coda,2024-07-01,39
Coda,2024-08-01,37
Coda,2024-09-01,27
Coda,2024-10-01,34
Coda,2024-11-01,40
Coda,2024-12-01,32
Houses Of The Holy,2023-01-01,29
Houses Of The Holy,2023-02-01,25
Houses Of The Holy,2023-03-01,35
Houses Of The Holy,2023-04-01,21
Houses Of The Holy,2023-05-01,32
Houses Of The Holy,2023-06-01,30
Houses Of The Holy,2023-07-01,27
Houses Of The Holy,2023-08-01,35
Houses Of The Holy,2023-09-01,25
Houses Of The Holy,2023-10-01,23
Houses Of The Holy,2023-11-01,32
Houses Of The Holy,2023-12-01,33
Houses Of The Holy,2024-01-01,29
Houses Of The Holy,2024-02-01,21
Houses Of The Holy,2024-03-01,21
Houses Of The Holy,2024-04-01,21
Houses Of The Holy,2024-05-01,23
Houses Of The Holy,2024-06-01,32
Houses Of The Holy,2024-07-01,26
Houses Of The Holy,2024-08-01,30
Houses Of The Holy,2024-09-01,31
Houses Of The Holy,2024-10-01,23
Houses Of The Holy,2024-11-01,28
Houses Of The Holy,2024-12-01,34
In Through The Out Door,2023-01-01,37
In Through The Out Door,2023-02-01,29
In Through The Out Door,2023-03-01,41
In Through The Out Door,2023-04-01,36
In Through The Out Door,2023-05-01,30
In Through The Out Door,2023-06-01,32
In Through The Out Door,2023-07-01,37
In Through The Out Door,2023-08-01,35
In Through The Out Door,2023-09-01,29
In Through The Out Door,2023-10-01,33
In Through The Out Door,2023-11-01,39
In Through The Out Door,2023-12-01,32
In Through The Out Door,2024-01-01,40
In Through The Out Door,2024-02-01,37
In Through The Out Door,2024-03-01,36
In Through The Out Door,2024-04-01,39
In Through The Out Door,2024-05-01,32
In Through The Out Door,2024-06-01,29
In Through The Out Door,2024-07-01,32
In Through The Out Door,2024-08-01,42
In Through The Out Door,2024-09-01,39
In Through The Out Door,2024-10-01,31
In Through The Out Door,2024-11-01,42
In Through The Out Door,2024-12-01,38
Jota Quest-1995,2023-01-01,42
Jota Quest-1995,2023-02-01,50
Jota Quest-1995,2023-03-01,38
Jota Quest-1995,2023-04-01,48
Jota Quest-1995,2023-05-01,47
Jota Quest-1995,2023-06-01,47
Jota Quest-1995,2023-07-01,49
Jota Quest-1995,2023-08-01,41
Jota Quest-1995,2023-09-01,43
Jota Quest-1995,2023-10-01,47
Jota Quest-1995,2023-11-01,43
