ArtistName,Date,PlayCount
Caetano Veloso,2024-05-01,32
Caetano Veloso,2024-06-01,26
Caetano Veloso,2024-07-01,32
Caetano Veloso,2024-08-01,31
Caetano Veloso,2024-09-01,26
Caetano Veloso,2024-10-01,27
Caetano Veloso,2024-11-01,42
Caetano Veloso,2024-12-01,36
Calexico,2023-01-01,25
Calexico,2023-02-01,36
Calexico,2023-03-01,29
Calexico,2023-04-01,41
Calexico,2023-05-01,40
Calexico,2023-06-01,39
Calexico,2023-07-01,39
Calexico,2023-08-01,29
Calexico,2023-09-01,38
Calexico,2023-10-01,26
Calexico,2023-11-01,35
Calexico,2023-12-01,43
Calexico,2024-01-01,31
Calexico,2024-02-01,30
Calexico,2024-03-01,26
Calexico,2024-04-01,30
Calexico,2024-05-01,42
Calexico,2024-06-01,26
Calexico,2024-07-01,42
Calexico,2024-08-01,39
Calexico,2024-09-01,43
Calexico,2024-10-01,26
Calexico,2024-11-01,44
Calexico,2024-12-01,30
Chicago Symphony Orchestra & Fritz Reiner,2023-01-01,25
Chicago Symphony Orchestra & Fritz Reiner,2023-02-01,39
Chicago Symphony Orchestra & Fritz Reiner,2023-03-01,34
Chicago Symphony Orchestra & Fritz Reiner,2023-04-01,43
Chicago Symphony Orchestra & Fritz Reiner,2023-05-01,41
Chicago Symphony Orchestra & Fritz Reiner,2023-06-01,29
Chicago Symphony Orchestra & Fritz Reiner,2023-07-01,28
Chicago Symphony Orchestra & Fritz Reiner,2023-08-01,34
Chicago Symphony Orchestra & Fritz Reiner,2023-09-01,41
Chicago Symphony Orchestra & Fritz Reiner,2023-10-01,34
Chicago Symphony Orchestra & Fritz Reiner,2023-11-01,41
Chicago Symphony Orchestra & Fritz Reiner,2023-12-01,44
Chicago Symphony Orchestra & Fritz Reiner,2024-01-01,29
Chicago Symphony Orchestra & Fritz Reiner,2024-02-01,26
Chicago Symphony Orchestra & Fritz Reiner,2024-03-01,30
Chicago Symphony Orchestra & Fritz Reiner,2024-04-01,26
Chicago Symphony Orchestra & Fritz Reiner,2024-05-01,37
Chicago Symphony Orchestra & Fritz Reiner,2024-06-01,35
Chicago Symphony Orchestra & Fritz Reiner,2024-07-01,35
Chicago Symphony Orchestra & Fritz Reiner,2024-08-01,40
Chicago Symphony Orchestra & Fritz Reiner,2024-09-01,35
Chicago Symphony Orchestra & Fritz Reiner,2024-10-01,43
Chicago Symphony Orchestra & Fritz Reiner,2024-11-01,39
Chicago Symphony Orchestra & Fritz Reiner,2024-12-01,40
Chico Buarque,2023-01-01,35
Chico Buarque,2023-02-01,40
Chico Buarque,2023-03-01,32
Chico Buarque,2023-04-01,28
Chico Buarque,2023-05-01,32
Chico Buarque,2023-06-01,28
Chico Buarque,2023-07-01,27
Chico Buarque,2023-08-01,27
Chico Buarque,2023-09-01,42
Chico Buarque,2023-10-01,43
Chico Buarque,2023-11-01,43
Chico Buarque,2023-12-01,29
Chico Buarque,2024-01-01,42
Chico Buarque,2024-02-01,34
Chico Buarque,2024-03-01,30
Chico Buarque,2024-04-01,25
Chico Buarque,2024-05-01,29
Chico Buarque,2024-06-01,33
Chico Buarque,2024-07-01,36
Chico Buarque,2024-08-01,38
Chico Buarque,2024-09-01,26
Chico Buarque,2024-10-01,41
Chico Buarque,2024-11-01,38
Chico Buarque,2024-12-01,37
Chico Science & Nação Zumbi,2023-01-01,33
Chico Science & Nação Zumbi,2023-02-01,39
Chico Science & Nação Zumbi,2023-03-01,39
Chico Science & Nação Zumbi,2023-04-01,35
Chico Science & Nação Zumbi,2023-05-01,40
Chico Science & Nação Zumbi,2023-06-01,41
Chico Science & Nação Zumbi,2023-07-01,28
Chico Science & Nação Zumbi,2023-08-01,25
Chico Science & Nação Zumbi,2023-09-01,32
Chico Science & Nação Zumbi,2023-10-01,41
Chico Science & Nação Zumbi,2023-11-01,27
Chico Science & Nação Zumbi,2023-12-01,44
Chico Science & Nação Zumbi,2024-01-01,39
Chico Science & Nação Zumbi,2024-02-01,39
Chico Science & Nação Zumbi,2024-03-01,38
Chico Science & Nação Zumbi,2024-04-01,38
Chico Science & Nação Zumbi,2024-05-01,26
Chico Science & Nação Zumbi,2024-06-01,37
Chico Science & Nação Zumbi,2024-07-01,38
Chico Science & Nação Zumbi,2024-08-01,43
Chico Science & Nação Zumbi,2024-09-01,31
Chico Science & Nação Zumbi,2024-10-01,27
Chico Science & Nação Zumbi,2024-11-01,39
Chico Science & Nação Zumbi,2024-12-01,38
Chris Cornell,2023-01-01,35
Chris Cornell,2023-02-01,39
Chris Cornell,2023-03-01,37
Chris Cornell,2023-04-01,42
Chris Cornell,2023-05-01,30
Chris Cornell,2023-06-01,27
Chris Cornell,2023-07-01,43
Chris Cornell,2023-08-01,39
Chris Cornell,2023-09-01,29
Chris Cornell,2023-10-01,34
Chris Cornell,2023-11-01,31
Chris Cornell,2023-12-01,41
Chris Cornell,2024-01-01,31
Chris Cornell,2024-02-01,36
Chris Cornell,2024-03-01,41
Chris Cornell,2024-04-01,37
Chris Cornell,2024-05-01,44
Chris Cornell,2024-06-01,28
Chris Cornell,2024-07-01,34
Chris Cornell,2024-08-01,27
Chris Cornell,2024-09-01,33
Chris Cornell,2024-10-01,37
Chris Cornell,2024-11-01,42
Chris Cornell,2024-12-01,39
Cidade Negra,2023-01-01,28
Cidade Negra,2023-02-01,39
Cidade Negra,2023-03-01,26
Cidade Negra,2023-04-01,39
Cidade Negra,2023-05-01,32
Cidade Negra,2023-06-01,32
Cidade Negra,2023-07-01,41
Cidade Negra,2023-08-01,36
Cidade Negra,2023-09-01,43
Cidade Negra,2023-10-01,34
Cidade Negra,2023-11-01,33
Cidade Negra,2023-12-01,29
Cidade Negra,2024-01-01,30
Cidade Negra,2024-02-01,44
Cidade Negra,2024-03-01,26
Cidade Negra,2024-04-01,37
Cidade Negra,2024-05-01,30
Cidade Negra,2024-06-01,29
Cidade Negra,2024-07-01,25
Cidade Negra,2024-08-01,30
Cidade Negra,2024-09-01,30
Cidade Negra,2024-10-01,40
Cidade Negra,2024-11-01,28
Cidade Negra,2024-12-01,35
Cláudio Zoli,2023-01-01,33
Cláudio Zoli,2023-02-01,27
Cláudio Zoli,2023-03-01,43
Cláudio Zoli,2023-04-01,32
Cláudio Zoli,2023-05-01,29
Cláudio Zoli,2023-06-01,28
Cláudio Zoli,2023-07-01,30
Cláudio Zoli,2023-08-01,26
Cláudio Zoli,2023-09-01,44
Cláudio Zoli,2023-10-01,35
Cláudio Zoli,2023-11-01,28
Cláudio Zoli,2023-12-01,39
Cláudio Zoli,2024-01-01,30
Cláudio Zoli,2024-02-01,41
Cláudio Zoli,2024-03-01,30
Cláudio Zoli,2024-04-01,43
Cláudio Zoli,2024-05-01,26
Cláudio Zoli,2024-06-01,39
Cláudio Zoli,2024-07-01,35
Cláudio Zoli,2024-08-01,32
Cláudio Zoli,2024-09-01,43
Cláudio Zoli,2024-10-01,37
Cláudio Zoli,2024-11-01,36
Cláudio Zoli,2024-12-01,29
Creedence Clearwater Revival,2023-01-01,30
Creedence Clearwater Revival,2023-02-01,28
Creedence Clearwater Revival,2023-03-01,43
Creedence Clearwater Revival,2023-04-01,44
Creedence Clearwater Revival,2023-05-01,25
Creedence Clearwater Revival,2023-06-01,44
Creedence Clearwater Revival,2023-07-01,41
Creedence Clearwater Revival,2023-08-01,36
Creedence Clearwater Revival,2023-09-01,39
Creedence Clearwater Revival,2023-10-01,25
Creedence Clearwater Revival,2023-11-01,38
Creedence Clearwater Revival,2023-12-01,30
Creedence Clearwater Revival,2024-01-01,29
Creedence Clearwater Revival,2024-02-01,35
Creedence Clearwater Revival,2024-03-01,28
Creedence Clearwater Revival,2024-04-01,37
Creedence Clearwater Revival,2024-05-01,35
Creedence Clearwater Revival,2024-06-01,27
Creedence Clearwater Revival,2024-07-01,25
Creedence Clearwater Revival,2024-08-01,30
Creedence Clearwater Revival,2024-09-01,42
Creedence Clearwater Revival,2024-10-01,34
Creedence Clearwater Revival,2024-11-01,29
Creedence Clearwater Revival,2024-12-01,34
Cássia Eller,2023-01-01,36
Cássia Eller,2023-02-01,26
Cássia Eller,2023-03-01,37
Cássia Eller,2023-04-01,32
Cássia Eller,2023-05-01,26
Cássia Eller,2023-06-01,44
Cássia Eller,2023-07-01,25
Cássia Eller,2023-08-01,29
Cássia Eller,2023-09-01,33
Cássia Eller,2023-10-01,41
Cássia Eller,2023-11-01,33
Cássia Eller,2023-12-01,35
Cássia Eller,2024-01-01,39
Cássia Eller,2024-02-01,30
Cássia Eller,2024-03-01,27
Cássia Eller,2024-04-01,41
Cássia Eller,2024-05-01,29
Cássia Eller,2024-06-01,36
Cássia Eller,2024-07-01,42
Cássia Eller,2024-08-01,38
Cássia Eller,2024-09-01,35
Cássia Eller,2024-10-01,33
Cássia Eller,2024-11-01,26
Cássia Eller,2024-12-01,36
David Coverdale,2023-01-01,27
David Coverdale,2023-02-01,27
David Coverdale,2023-03-01,25
David Coverdale,2023-04-01,32
David Coverdale,2023-05-01,32
David Coverdale,2023-06-01,35
David Coverdale,2023-07-01,33
David Coverdale,2023-08-01,29
David Coverdale,2023-09-01,38
David Coverdale,2023-10-01,27
David Coverdale,2023-11-01,29
David Coverdale,2023-12-01,29
David Coverdale,2024-01-01,43
David Coverdale,2024-02-01,38
David Coverdale,2024-03-01,28
David Coverdale,2024-04-01,37
David Coverdale,2024-05-01,34
David Coverdale,2024-06-01,42
David Coverdale,2024-07-01,32
David Coverdale,2024-08-01,32
David Coverdale,2024-09-01,31
David Coverdale,2024-10-01,32
David Coverdale,2024-11-01,38
David Coverdale,2024-12-01,43
Deep Purple,2023-01-01,30
Deep Purple,2023-02-01,25
Deep Purple,2023-03-01,39
Deep Purple,2023-04-01,25
Deep Purple,2023-05-01,41
Deep Purple,2023-06-01,25
Deep Purple,2023-07-01,39
Deep Purple,2023-08-01,26
Deep Purple,2023-09-01,38
Deep Purple,2023-10-01,32
Deep Purple,2023-11-01,32
Deep Purple,2023-12-01,43
Deep Purple,2024-01-01,31
Deep Purple,2024-02-01,43
Deep Purple,2024-03-01,30
Deep Purple,2024-04-01,30
Deep Purple,2024-05-01,27
Deep Purple,2024-06-01,31
Deep Purple,2024-07-01,43
Deep Purple,2024-08-01,32
Deep Purple,2024-09-01,34
Deep Purple,2024-10-01,44
Deep Purple,2024-11-01,39
Deep Purple,2024-12-01,39
Def Leppard,2023-01-01,25
Def Leppard,2023-02-01,44
Def Leppard,2023-03-01,31
Def Leppard,2023-04-01,28
Def Leppard,2023-05-01,30
Def Leppard,2023-06-01,25
Def Leppard,2023-07-01,29
Def Leppard,2023-08-01,25
Def Leppard,2023-09-01,28
Def Leppard,2023-10-01,26
Def Leppard,2023-11-01,34
Def Leppard,2023-12-01,29
Def Leppard,2024-01-01,34
Def Leppard,2024-02-01,25
Def Leppard,2024-03-01,30
Def Leppard,2024-04-01,37
Def Leppard,2024-05-01,39
Def Leppard,2024-06-01,28
Def Leppard,2024-07-01,37
Def Leppard,2024-08-01,44
Def Leppard,2024-09-01,39
Def Leppard,2024-10-01,32
Def Leppard,2024-11-01,29
Def Leppard,2024-12-01,39
Dennis Chambers,2023-01-01,28
Dennis Chambers,2023-02-01,36
Dennis Chambers,2023-03-01,37
Dennis Chambers,2023-04-01,26
Dennis Chambers,2023-05-01,43
Dennis Chambers,2023-06-01,43
Dennis Chambers,2023-07-01,28
Dennis Chambers,2023-08-01,28
Dennis Chambers,2023-09-01,35
Dennis Chambers,2023-10-01,29
Dennis Chambers,2023-11-01,44
Dennis Chambers,2023-12-01,35
Dennis Chambers,2024-01-01,34
Dennis Chambers,2024-02-01,32
Dennis Chambers,2024-03-01,30
Dennis Chambers,2024-04-01,30
Dennis Chambers,2024-05-01,32
Dennis Chambers,2024-06-01,39
Dennis Chambers,2024-07-01,38
Dennis Chambers,2024-08-01,35
Dennis Chambers,2024-09-01,36
Dennis Chambers,2024-10-01,37
Dennis Chambers,2024-11-01,32
Dennis Chambers,2024-12-01,42
Djavan,2023-01-01,25
Djavan,2023-02-01,39
Djavan,2023-03-01,32
Djavan,2023-04-01,35
Djavan,2023-05-01,36
Djavan,2023-06-01,36
Djavan,2023-07-01,28
Djavan,2023-08-01,40
Djavan,2023-09-01,28
Djavan,2023-10-01,29
Djavan,2023-11-01,29
Djavan,2023-12-01,32
Djavan,2024-01-01,34
Djavan,2024-02-01,41
Djavan,2024-03-01,33
Djavan,2024-04-01,43
Djavan,2024-05-01,38
Djavan,2024-06-01,32
Djavan,2024-07-01,33
Djavan,2024-08-01,35
Djavan,2024-09-01,25
Djavan,2024-10-01,38
Djavan,2024-11-01,29
Djavan,2024-12-01,38
Dread Zeppelin,2023-01-01,28
Dread Zeppelin,2023-02-01,25
Dread Zeppelin,2023-03-01,43
Dread Zeppelin,2023-04-01,32
Dread Zeppelin,2023-05-01,39
Dread Zeppelin,2023-06-01,39
Dread Zeppelin,2023-07-01,33
Dread Zeppelin,2023-08-01,33
Dread Zeppelin,2023-09-01,34
Dread Zeppelin,2023-10-01,44
Dread Zeppelin,2023-11-01,33
Dread Zeppelin,2023-12-01,27
Dread Zeppelin,2024-01-01,44
Dread Zeppelin,2024-02-01,35
Dread Zeppelin,2024-03-01,30
Dread Zeppelin,2024-04-01,26
Dread Zeppelin,2024-05-01,31
Dread Zeppelin,2024-06-01,42
Dread Zeppelin,2024-07-01,26
Dread Zeppelin,2024-08-01,41
Dread Zeppelin,2024-09-01,35
Dread Zeppelin,2024-10-01,36
Dread Zeppelin,2024-11-01,43
Dread Zeppelin,2024-12-01,31
Ed Motta,2023-01-01,44
Ed Motta,2023-02-01,30
Ed Motta,2023-03-01,25
Ed Motta,2023-04-01,41
Ed Motta,2023-05-01,35
Ed Motta,2023-06-01,42
Ed Motta,2023-07-01,41
Ed Motta,2023-08-01,31
Ed Motta,2023-09-01,41
Ed Motta,2023-10-01,44
Ed Motta,2023-11-01,33
Ed Motta,2023-12-01,41
Ed Motta,2024-01-01,44
Ed Motta,2024-02-01,32
Ed Motta,2024-03-01,41
Ed Motta,2024-04-01,31
Ed Motta,2024-05-01,25
Ed Motta,2024-06-01,37
Ed Motta,2024-07-01,43
Ed Motta,2024-08-01,43
Ed Motta,2024-09-01,41
Ed Motta,2024-10-01,37
Ed Motta,2024-11-01,40
Ed Motta,2024-12-01,32
Edo de Waart & San Francisco Symphony,2023-01-01,43
Edo de Waart & San Francisco Symphony,2023-02-01,42
Edo de Waart & San Francisco Symphony,2023-03-01,25
Edo de Waart & San Francisco Symphony,2023-04-01,38
Edo de Waart & San Francisco Symphony,2023-05-01,43
Edo de Waart & San Francisco Symphony,2023-06-01,39
Edo de Waart & San Francisco Symphony,2023-07-01,42
Edo de Waart & San Francisco Symphony,2023-08-01,26
Edo de Waart & San Francisco Symphony,2023-09-01,41
Edo de Waart & San Francisco Symphony,2023-10-01,42
Edo de Waart & San Francisco Symphony,2023-11-01,30
Edo de Waart & San Francisco Symphony,2023-12-01,43
Edo de Waart & San Francisco Symphony,2024-01-01,28
Edo de Waart & San Francisco Symphony,2024-02-01,25
Edo de Waart & San Francisco Symphony,2024-03-01,32
Edo de Waart & San Francisco Symphony,2024-04-01,31
Edo de Waart & San Francisco Symphony,2024-05-01,27
Edo de Waart & San Francisco Symphony,2024-06-01,34
Edo de Waart & San Francisco Symphony,2024-07-01,34
Edo de Waart & San Francisco Symphony,2024-08-01,43
Edo de Waart & San Francisco Symphony,2024-09-01,38
Edo de Waart & San Francisco Symphony,2024-10-01,26
Edo de Waart & San Francisco Symphony,2024-11-01,25
Edo de Waart & San Francisco Symphony,2024-12-01,42
Elis Regina,2023-01-01,31
Elis Regina,2023-02-01,32
Elis Regina,2023-03-01,25
Elis Regina,2023-04-01,27
Elis Regina,2023-05-01,32
Elis Regina,2023-06-01,39
Elis Regina,2023-07-01,29
Elis Regina,2023-08-01,27
Elis Regina,2023-09-01,43
Elis Regina,2023-10-01,25
Elis Regina,2023-11-01,39
Elis Regina,2023-12-01,32
Elis Regina,2024-01-01,26
Elis Regina,2024-02-01,27
Elis Regina,2024-03-01,38
Elis Regina,2024-04-01,38
Elis Regina,2024-05-01,35
Elis Regina,2024-06-01,40
Elis Regina,2024-07-01,28
Elis Regina,2024-08-01,44
Elis Regina,2024-09-01,29
Elis Regina,2024-10-01,38
Elis Regina,2024-11-01,40
Elis Regina,2024-12-01,42
"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",2023-01-01,31
"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",2023-02-01,34
"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",2023-03-01,31
"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",2023-04-01,25
"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",2023-05-01,43
"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",2023-06-01,40
"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",2023-07-01,43
"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",2023-08-01,28
"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",2023-09-01,42
"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",2023-10-01,26
"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",2023-11-01,25
"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",2023-12-01,39
"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",2024-01-01,29
"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",2024-02-01,44
"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",2024-03-01,35
"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",2024-04-01,34
"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",2024-05-01,26
"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",2024-06-01,27
"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",2024-07-01,36
"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",2024-08-01,44
"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",2024-09-01,29
"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",2024-10-01,29
"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",2024-11-01,30
"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",2024-12-01,33
Emerson String Quartet,2023-01-01,26
Emerson String Quartet,2023-02-01,36
Emerson String Quartet,2023-03-01,27
Emerson String Quartet,2023-04-01,44
Emerson String Quartet,2023-05-01,36
Emerson String Quartet,2023-06-01,41
Emerson String Quartet,2023-07-01,34
Emerson String Quartet,2023-08-01,38
Emerson String Quartet,2023-09-01,41
Emerson String Quartet,2023-10-01,42
Emerson String Quartet,2023-11-01,43
Emerson String Quartet,2023-12-01,41
Emerson String Quartet,2024-01-01,38
Emerson String Quartet,2024-02-01,33
Emerson String Quartet,2024-03-01,32
Emerson String Quartet,2024-04-01,26
Emerson String Quartet,2024-05-01,37
Emerson String Quartet,2024-06-01,31
Emerson String Quartet,2024-07-01,33
Emerson String Quartet,2024-08-01,35
Emerson String Quartet,2024-09-01,38
Emerson String Quartet,2024-10-01,28
Emerson String Quartet,2024-11-01,37
Emerson String Quartet,2024-12-01,26
English Concert & Trevor Pinnock,2023-01-01,29
English Concert & Trevor Pinnock,2023-02-01,35
English Concert & Trevor Pinnock,2023-03-01,30
English Concert & Trevor Pinnock,2023-04-01,42
English Concert & Trevor Pinnock,2023-05-01,34
English Concert & Trevor Pinnock,2023-06-01,28
English Concert & Trevor Pinnock,2023-07-01,33
English Concert & Trevor Pinnock,2023-08-01,30
English Concert & Trevor Pinnock,2023-09-01,26
English Concert & Trevor Pinnock,2023-10-01,41
English Concert & Trevor Pinnock,2023-11-01,29
English Concert & Trevor Pinnock,2023-12-01,30
English Concert & Trevor Pinnock,2024-01-01,36
English Concert & Trevor Pinnock,2024-02-01,34
English Concert & Trevor Pinnock,2024-03-01,30
English Concert & Trevor Pinnock,2024-04-01,32
English Concert & Trevor Pinnock,2024-05-01,26
English Concert & Trevor Pinnock,2024-06-01,36
English Concert & Trevor Pinnock,2024-07-01,37
English Concert & Trevor Pinnock,2024-08-01,31
English Concert & Trevor Pinnock,2024-09-01,34
English Concert & Trevor Pinnock,2024-10-01,37
English Concert & Trevor Pinnock,2024-11-01,41
English Concert & Trevor Pinnock,2024-12-01,38
"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",2023-01-01,26
"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",2023-02-01,35
"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",2023-03-01,25
"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",2023-04-01,43
"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",2023-05-01,28
"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",2023-06-01,43
"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",2023-07-01,35
"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",2023-08-01,32
"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",2023-09-01,35
"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",2023-10-01,28
"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",2023-11-01,41
"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",2023-12-01,31
"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",2024-01-01,32
"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",2024-02-01,27
"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",2024-03-01,26
"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",2024-04-01,39
"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",2024-05-01,29
"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",2024-06-01,25
"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",2024-07-01,28
"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",2024-08-01,39
"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",2024-09-01,44
"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",2024-10-01,43
"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",2024-11-01,27
"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",2024-12-01,44
Eric Clapton,2023-01-01,35
Eric Clapton,2023-02-01,41
Eric Clapton,2023-03-01,37
Eric Clapton,2023-04-01,35
Eric Clapton,2023-05-01,26
Eric Clapton,2023-06-01,33
Eric Clapton,2023-07-01,26
Eric Clapton,2023-08-01,33
Eric Clapton,2023-09-01,33
Eric Clapton,2023-10-01,32
Eric Clapton,2023-11-01,41
Eric Clapton,2023-12-01,25
Eric Clapton,2024-01-01,35
Eric Clapton,2024-02-01,32
Eric Clapton,2024-03-01,34
Eric Clapton,2024-04-01,31
Eric Clapton,2024-05-01,27
Eric Clapton,2024-06-01,27
Eric Clapton,2024-07-01,42
Eric Clapton,2024-08-01,29
Eric Clapton,2024-09-01,36
Eric Clapton,2024-10-01,36
Eric Clapton,2024-11-01,43
Eric Clapton,2024-12-01,30
Eugene Ormandy,2023-01-01,26
Eugene Ormandy,2023-02-01,36
Eugene Ormandy,2023-03-01,43
Eugene Ormandy,2023-04-01,29
Eugene Ormandy,2023-05-01,36
Eugene Ormandy,2023-06-01,41
Eugene Ormandy,2023-07-01,41
Eugene Ormandy,2023-08-01,34
Eugene Ormandy,2023-09-01,41
Eugene Ormandy,2023-10-01,39
Eugene Ormandy,2023-11-01,36
Eugene Ormandy,2023-12-01,40
Eugene Ormandy,2024-01-01,43
Eugene Ormandy,2024-02-01,32
Eugene Ormandy,2024-03-01,41
Eugene Ormandy,2024-04-01,29
Eugene Ormandy,2024-05-01,40
Eugene Ormandy,2024-06-01,30
Eugene Ormandy,2024-07-01,32
Eugene Ormandy,2024-08-01,42
Eugene Ormandy,2024-09-01,36
Eugene Ormandy,2024-10-01,39
Eugene Ormandy,2024-11-01,33
Eugene Ormandy,2024-12-01,37
Faith No More,2023-01-01,39
Faith No More,2023-02-01,34
Faith No More,2023-03-01,40
Faith No More,2023-04-01,31
Faith No More,2023-05-01,41
Faith No More,2023-06-01,31
Faith No More,2023-07-01,38
Faith No More,2023-08-01,39
Faith No More,2023-09-01,31
Faith No More,2023-10-01,33
Faith No More,2023-11-01,43
Faith No More,2023-12-01,40
Faith No More,2024-01-01,32
Faith No More,2024-02-01,42
Faith No More,2024-03-01,42
Faith No More,2024-04-01,44
Faith No More,2024-05-01,31
Faith No More,2024-06-01,27
Faith No More,2024-07-01,42
Faith No More,2024-08-01,34
Faith No More,2024-09-01,31
Faith No More,2024-10-01,41
Faith No More,2024-11-01,38
Faith No More,2024-12-01,27
Falamansa,2023-01-01,36
Falamansa,2023-02-01,37
Falamansa,2023-03-01,26
Falamansa,2023-04-01,27
Falamansa,2023-05-01,29
Falamansa,2023-06-01,35
Falamansa,2023-07-01,32
Falamansa,2023-08-01,36
Falamansa,2023-09-01,31
Falamansa,2023-10-01,39
Falamansa,2023-11-01,41
Falamansa,2023-12-01,28
Falamansa,2024-01-01,37
Falamansa,2024-02-01,42
Falamansa,2024-03-01,25
Falamansa,2024-04-01,40
Falamansa,2024-05-01,37
Falamansa,2024-06-01,34
Falamansa,2024-07-01,36
Falamansa,2024-08-01,26
Falamansa,2024-09-01,27
Falamansa,2024-10-01,34
Falamansa,2024-11-01,26
Falamansa,2024-12-01,37
"Felix Schmidt, London Symphony Orchestra & Rafael Frühbeck de Burgos",2023-01-01,37
"Felix Schmidt, London Symphony Orchestra & Rafael Frühbeck de Burgos",2023-02-01,42
"Felix Schmidt, London Symphony Orchestra & Rafael Frühbeck de Burgos",2023-03-01,27
"Felix Schmidt, London Symphony Orchestra & Rafael Frühbeck de Burgos",2023-04-01,31
"Felix Schmidt, London Symphony Orchestra & Rafael Frühbeck de Burgos",2023-05-01,38
"Felix Schmidt, London Symphony Orchestra & Rafael Frühbeck de Burgos",2023-06-01,44
"Felix Schmidt, London Symphony Orchestra & Rafael Frühbeck de Burgos",2023-07-01,41
"Felix Schmidt, London Symphony Orchestra & Rafael Frühbeck de Burgos",2023-08-01,36
"Felix Schmidt, London Symphony Orchestra & Rafael Frühbeck de Burgos",2023-09-01,40
"Felix Schmidt, London Symphony Orchestra & Rafael Frühbeck de Burgos",2023-10-01,36
"Felix Schmidt, London Symphony Orchestra & Rafael Frühbeck de Burgos",2023-11-01,39
"Felix Schmidt, London Symphony Orchestra & Rafael Frühbeck de Burgos",2023-12-01,34
"Felix Schmidt, London Symphony Orchestra & Rafael Frühbeck de Burgos",2024-01-01,31
"Felix Schmidt, London Symphony Orchestra & Rafael Frühbeck de Burgos",2024-02-01,44
"Felix Schmidt, London Symphony Orchestra & Rafael Frühbeck de Burgos",2024-03-01,29
"Felix Schmidt, London Symphony Orchestra & Rafael Frühbeck de Burgos",2024-04-01,25
"Felix Schmidt, London Symphony Orchestra & Rafael Frühbeck de Burgos",2024-05-01,41
"Felix Schmidt, London Symphony Orchestra & Rafael Frühbeck de Burgos",2024-06-01,27
"Felix Schmidt, London Symphony Orchestra & Rafael Frühbeck de Burgos",2024-07-01,37
